student_id,date,food,study_materials,transport,entertainment,daily_supplies,total
STU_0093,2023-10-18,21,22,0,37,0,80
STU_0093,2023-10-19,35,3,0,13,0,51
STU_0093,2023-10-20,26,7,0,6,50,89
STU_0093,2023-10-21,38,3,0,9,0,50
STU_0093,2023-10-22,47,4,0,25,0,76
STU_0093,2023-10-23,29,5,0,14,0,48
STU_0093,2023-10-24,32,7,10,33,20,102
STU_0093,2023-10-25,31,4,0,42,0,77
STU_0093,2023-10-26,22,5,0,31,20,78
STU_0093,2023-10-27,50,1,0,12,0,63
STU_0093,2023-10-28,41,8,0,26,0,75
STU_0093,2023-10-29,24,14,0,21,0,59
STU_0093,2023-10-30,36,9,5,16,20,86
STU_0093,2023-10-31,39,6,0,18,0,63
STU_0093,2023-11-01,37,2,0,37,0,76
STU_0093,2023-11-02,24,2,0,34,0,60
STU_0093,2023-11-03,24,13,20,14,0,71
STU_0093,2023-11-04,27,3,0,14,0,44
STU_0093,2023-11-05,28,1,0,17,0,46
STU_0093,2023-11-06,33,2,0,17,0,52
STU_0093,2023-11-07,10,3,5,54,0,72
STU_0093,2023-11-08,47,9,5,62,0,123
STU_0093,2023-11-09,28,4,0,51,0,83
STU_0093,2023-11-10,46,10,0,31,0,87
STU_0093,2023-11-11,34,5,0,24,0,63
STU_0093,2023-11-12,14,13,0,27,20,74
STU_0093,2023-11-13,39,9,0,29,0,77
STU_0093,2023-11-14,54,4,5,49,0,112
STU_0093,2023-11-15,25,0,5,59,0,89
STU_0093,2023-11-16,30,0,0,54,0,84
STU_0093,2023-11-17,23,4,10,25,20,82
STU_0093,2023-11-18,15,6,0,13,0,34
STU_0093,2023-11-19,32,4,0,20,0,56
STU_0093,2023-11-20,22,14,0,13,0,49
STU_0093,2023-11-21,32,4,0,61,0,97
STU_0093,2023-11-22,28,2,0,48,0,78
STU_0093,2023-11-23,22,0,0,48,0,70
STU_0093,2023-11-24,33,0,5,22,0,60
STU_0093,2023-11-25,25,27,0,2,0,54
STU_0093,2023-11-26,20,0,5,23,0,48
STU_0093,2023-11-27,29,16,0,30,0,75
STU_0093,2023-11-28,29,8,0,57,0,94
STU_0093,2023-11-29,21,6,0,45,0,72
STU_0093,2023-11-30,33,14,0,40,0,87
STU_0093,2023-12-01,28,11,0,35,15,89
STU_0093,2023-12-02,27,8,0,18,0,53
STU_0093,2023-12-03,35,4,20,29,0,88
STU_0093,2023-12-04,23,5,0,6,0,34
STU_0093,2023-12-05,23,2,0,69,0,94
STU_0093,2023-12-06,39,5,15,44,0,103
STU_0093,2023-12-07,17,11,0,61,30,119
STU_0093,2023-12-08,15,12,0,5,0,32
STU_0093,2023-12-09,34,33,15,9,20,111
STU_0093,2023-12-10,27,10,0,19,0,56
STU_0093,2023-12-11,23,5,0,11,0,39
STU_0093,2023-12-12,19,3,5,34,0,61
STU_0093,2023-12-13,44,2,0,34,0,80
STU_0093,2023-12-14,39,3,0,59,0,101
STU_0093,2023-12-15,19,3,0,44,5,71
STU_0093,2023-12-16,26,1,5,11,0,43
STU_0093,2023-12-17,15,2,0,25,0,42
STU_0093,2023-12-18,26,5,0,22,0,53
STU_0093,2023-12-19,40,2,0,50,0,92
STU_0093,2023-12-20,31,3,0,20,10,64
STU_0093,2023-12-21,34,2,0,25,0,61
STU_0093,2023-12-22,35,11,0,20,5,71
STU_0093,2023-12-23,15,1,0,17,0,33
STU_0093,2023-12-24,36,12,0,12,0,60
STU_0093,2023-12-25,5,35,0,12,0,52
STU_0093,2023-12-26,27,8,5,27,0,67
STU_0093,2023-12-27,32,34,0,43,0,109
STU_0093,2023-12-28,19,9,0,36,50,114
STU_0094,2023-09-24,21,9,5,16,0,51
STU_0094,2023-09-25,42,7,0,18,0,67
STU_0094,2023-09-26,54,1,0,38,0,93
STU_0094,2023-09-27,23,6,0,27,0,56
STU_0094,2023-09-28,26,1,0,3,0,30
STU_0094,2023-09-29,39,12,0,26,0,77
STU_0094,2023-09-30,27,14,50,18,0,109
STU_0094,2023-10-01,31,8,0,10,20,69
STU_0094,2023-10-02,29,17,30,17,0,93
STU_0094,2023-10-03,15,1,0,29,0,45
STU_0094,2023-10-04,41,1,0,31,0,73
STU_0094,2023-10-05,22,3,0,27,10,62
STU_0094,2023-10-06,35,5,0,25,0,65
STU_0094,2023-10-07,34,0,0,0,0,34
STU_0094,2023-10-08,19,0,0,30,0,49
STU_0094,2023-10-09,29,8,0,13,0,50
STU_0094,2023-10-10,19,10,0,46,0,75
STU_0094,2023-10-11,29,2,0,43,0,74
STU_0094,2023-10-12,40,31,0,10,0,81
STU_0094,2023-10-13,24,6,0,42,0,72
STU_0094,2023-10-14,15,1,0,22,0,38
STU_0094,2023-10-15,36,17,5,43,0,101
STU_0094,2023-10-16,16,3,0,29,0,48
STU_0094,2023-10-17,25,1,0,40,0,66
STU_0094,2023-10-18,35,3,0,42,0,80
STU_0094,2023-10-19,21,8,5,23,0,57
STU_0094,2023-10-20,15,23,5,15,0,58
STU_0094,2023-10-21,22,3,0,9,10,44
STU_0094,2023-10-22,38,1,0,38,0,77
STU_0094,2023-10-23,42,1,10,9,0,62
STU_0094,2023-10-24,14,3,5,49,0,71
STU_0094,2023-10-25,10,2,0,27,0,39
STU_0094,2023-10-26,25,9,0,44,0,78
STU_0094,2023-10-27,19,6,0,28,0,53
STU_0094,2023-10-28,27,6,5,27,0,65
STU_0094,2023-10-29,44,0,30,31,0,105
STU_0094,2023-10-30,49,4,0,18,0,71
STU_0094,2023-10-31,27,1,0,55,0,83
STU_0094,2023-11-01,49,1,0,63,0,113
STU_0094,2023-11-02,44,1,0,33,0,78
STU_0094,2023-11-03,23,4,5,31,0,63
STU_0094,2023-11-04,58,2,0,28,0,88
STU_0094,2023-11-05,38,3,0,10,10,61
STU_0094,2023-11-06,42,5,0,14,0,61
STU_0094,2023-11-07,36,6,10,31,0,83
STU_0094,2023-11-08,20,3,0,42,10,75
STU_0094,2023-11-09,42,5,0,36,0,83
STU_0094,2023-11-10,38,23,10,17,0,88
STU_0094,2023-11-11,20,16,0,19,0,55
STU_0094,2023-11-12,16,1,10,18,0,45
STU_0094,2023-11-13,26,21,0,8,0,55
STU_0094,2023-11-14,36,1,0,55,0,92
STU_0094,2023-11-15,36,2,0,49,0,87
STU_0094,2023-11-16,26,0,5,41,0,72
STU_0094,2023-11-17,30,3,10,30,0,73
STU_0094,2023-11-18,32,10,0,38,0,80
STU_0094,2023-11-19,47,8,0,39,0,94
STU_0094,2023-11-20,24,5,0,28,0,57
STU_0094,2023-11-21,44,10,15,20,0,89
STU_0094,2023-11-22,34,14,5,30,20,103
STU_0094,2023-11-23,35,5,0,29,0,69
STU_0094,2023-11-24,37,10,10,21,0,78
STU_0094,2023-11-25,22,6,0,24,0,52
STU_0094,2023-11-26,24,6,0,21,0,51
STU_0094,2023-11-27,38,12,15,24,0,89
STU_0094,2023-11-28,18,4,0,22,0,44
STU_0094,2023-11-29,34,9,5,28,0,76
STU_0094,2023-11-30,16,3,0,42,0,61
STU_0094,2023-12-01,37,15,0,25,0,77
STU_0094,2023-12-02,36,3,0,30,20,89
STU_0094,2023-12-03,38,1,0,13,0,52
STU_0094,2023-12-04,41,7,0,22,0,70
STU_0094,2023-12-05,42,12,0,37,10,101
STU_0094,2023-12-06,13,43,0,21,0,77
STU_0094,2023-12-07,38,2,5,46,0,91
STU_0094,2023-12-08,26,4,0,10,0,40
STU_0094,2023-12-09,43,3,0,15,15,76
STU_0094,2023-12-10,24,0,0,13,0,37
STU_0094,2023-12-11,30,12,0,11,50,103
STU_0094,2023-12-12,21,12,10,52,0,95
STU_0094,2023-12-13,9,8,0,40,10,67
STU_0094,2023-12-14,29,9,0,16,0,54
STU_0094,2023-12-15,19,0,0,26,0,45
STU_0094,2023-12-16,30,6,0,30,0,66
STU_0094,2023-12-17,45,5,0,13,0,63
STU_0094,2023-12-18,39,10,0,19,5,73
STU_0094,2023-12-19,19,5,0,32,0,56
STU_0094,2023-12-20,19,1,0,23,0,43
STU_0094,2023-12-21,55,0,0,38,0,93
STU_0094,2023-12-22,22,4,0,30,0,56
STU_0094,2023-12-23,21,21,0,33,0,75
STU_0094,2023-12-24,28,0,0,31,0,59
STU_0094,2023-12-25,31,4,0,20,0,55
STU_0094,2023-12-26,40,3,0,22,0,65
STU_0094,2023-12-27,23,7,0,44,0,74
STU_0094,2023-12-28,23,5,0,35,0,63
STU_0094,2023-12-29,39,1,0,16,0,56
STU_0094,2023-12-30,33,7,0,8,0,48
STU_0094,2023-12-31,43,2,0,32,0,77
STU_0094,2024-01-01,36,1,0,17,100,154
STU_0095,2023-09-30,45,29,5,28,0,107
STU_0095,2023-10-01,31,10,0,16,0,57
STU_0095,2023-10-02,25,24,0,30,0,79
STU_0095,2023-10-03,41,1,0,86,10,138
STU_0095,2023-10-04,27,1,0,34,0,62
STU_0095,2023-10-05,32,2,0,39,5,78
STU_0095,2023-10-06,15,25,5,10,0,55
STU_0095,2023-10-07,23,1,0,19,0,43
STU_0095,2023-10-08,25,41,0,30,0,96
STU_0095,2023-10-09,18,1,5,27,0,51
STU_0095,2023-10-10,33,14,15,23,0,85
STU_0095,2023-10-11,35,13,20,39,0,107
STU_0095,2023-10-12,34,3,0,74,0,111
STU_0095,2023-10-13,42,14,0,35,50,141
STU_0095,2023-10-14,42,6,30,20,0,98
STU_0095,2023-10-15,19,9,0,35,0,63
STU_0095,2023-10-16,28,2,0,28,0,58
STU_0095,2023-10-17,24,7,10,34,0,75
STU_0095,2023-10-18,35,7,0,48,0,90
STU_0095,2023-10-19,21,18,5,44,0,88
STU_0095,2023-10-20,22,12,0,29,0,63
STU_0095,2023-10-21,40,3,0,16,0,59
STU_0095,2023-10-22,32,6,0,46,0,84
STU_0095,2023-10-23,26,11,0,27,0,64
STU_0095,2023-10-24,20,18,0,25,0,63
STU_0095,2023-10-25,34,6,0,49,0,89
STU_0095,2023-10-26,32,1,0,9,0,42
STU_0095,2023-10-27,22,11,0,28,0,61
STU_0095,2023-10-28,9,3,0,29,0,41
STU_0095,2023-10-29,35,0,0,33,0,68
STU_0095,2023-10-30,43,10,10,18,0,81
STU_0095,2023-10-31,35,4,0,28,0,67
STU_0095,2023-11-01,21,7,0,44,0,72
STU_0095,2023-11-02,40,2,20,36,0,98
STU_0095,2023-11-03,13,21,0,25,0,59
STU_0095,2023-11-04,20,4,0,18,0,42
STU_0095,2023-11-05,29,3,0,24,0,56
STU_0095,2023-11-06,11,2,0,17,0,30
STU_0095,2023-11-07,35,9,0,29,0,73
STU_0095,2023-11-08,29,2,0,34,0,65
STU_0095,2023-11-09,47,31,0,25,0,103
STU_0095,2023-11-10,31,0,0,24,0,55
STU_0095,2023-11-11,35,4,0,25,0,64
STU_0095,2023-11-12,36,4,0,26,0,66
STU_0095,2023-11-13,20,19,0,10,0,49
STU_0095,2023-11-14,30,21,10,29,0,90
STU_0095,2023-11-15,21,2,0,33,0,56
STU_0095,2023-11-16,33,10,15,28,50,136
STU_0095,2023-11-17,21,2,0,18,0,41
STU_0095,2023-11-18,33,3,0,24,0,60
STU_0095,2023-11-19,42,10,0,16,0,68
STU_0095,2023-11-20,19,2,0,12,0,33
STU_0095,2023-11-21,24,6,0,31,50,111
STU_0095,2023-11-22,37,2,0,22,5,66
STU_0095,2023-11-23,21,9,0,34,0,64
STU_0095,2023-11-24,45,14,0,22,0,81
STU_0095,2023-11-25,30,12,0,34,0,76
STU_0095,2023-11-26,36,7,0,21,0,64
STU_0095,2023-11-27,38,11,0,23,0,72
STU_0095,2023-11-28,51,20,0,32,0,103
STU_0095,2023-11-29,33,12,0,53,0,98
STU_0095,2023-11-30,24,0,0,32,0,56
STU_0095,2023-12-01,49,17,0,9,0,75
STU_0095,2023-12-02,34,11,0,17,0,62
STU_0095,2023-12-03,27,8,5,26,0,66
STU_0095,2023-12-04,42,17,0,23,0,82
STU_0095,2023-12-05,31,15,0,28,50,124
STU_0095,2023-12-06,27,4,10,41,0,82
STU_0095,2023-12-07,29,3,10,27,10,79
STU_0095,2023-12-08,26,2,0,19,0,47
STU_0095,2023-12-09,18,2,0,38,10,68
STU_0095,2023-12-10,24,11,10,32,0,77
STU_0095,2023-12-11,34,15,0,27,0,76
STU_0095,2023-12-12,20,5,5,68,0,98
STU_0095,2023-12-13,22,13,0,12,5,52
STU_0095,2023-12-14,30,3,0,15,0,48
STU_0095,2023-12-15,38,5,0,13,0,56
STU_0095,2023-12-16,11,2,0,37,0,50
STU_0095,2023-12-17,29,8,0,14,0,51
STU_0095,2023-12-18,27,4,0,30,0,61
STU_0095,2023-12-19,43,1,0,44,15,103
STU_0095,2023-12-20,27,9,0,56,0,92
STU_0095,2023-12-21,41,6,0,56,0,103
STU_0095,2023-12-22,37,6,0,31,0,74
STU_0095,2023-12-23,19,8,0,25,5,57
STU_0095,2023-12-24,22,0,10,57,0,89
STU_0095,2023-12-25,19,4,0,0,50,73
STU_0095,2023-12-26,28,6,0,40,0,74
STU_0095,2023-12-27,31,29,0,27,15,102
STU_0095,2023-12-28,18,14,0,15,0,47
STU_0095,2023-12-29,18,8,0,29,0,55
STU_0095,2023-12-30,31,42,0,16,0,89
STU_0095,2023-12-31,33,2,0,12,0,47
STU_0095,2024-01-01,35,4,0,32,0,71
STU_0095,2024-01-02,25,4,0,17,0,46
STU_0095,2024-01-03,28,3,0,28,0,59
STU_0095,2024-01-04,31,3,0,29,0,63
STU_0095,2024-01-05,14,0,0,41,0,55
STU_0095,2024-01-06,8,1,0,19,0,28
STU_0095,2024-01-07,8,10,0,26,0,44
STU_0096,2023-09-16,36,4,0,1,0,41
STU_0096,2023-09-17,39,11,0,14,0,64
STU_0096,2023-09-18,46,2,0,16,0,64
STU_0096,2023-09-19,27,2,0,55,0,84
STU_0096,2023-09-20,37,2,0,63,0,102
STU_0096,2023-09-21,21,11,0,33,0,65
STU_0096,2023-09-22,39,4,10,13,5,71
STU_0096,2023-09-23,19,1,0,23,0,43
STU_0096,2023-09-24,36,7,0,16,0,59
STU_0096,2023-09-25,15,0,0,4,0,19
STU_0096,2023-09-26,40,16,0,40,0,96
STU_0096,2023-09-27,27,0,0,50,0,77
STU_0096,2023-09-28,37,1,0,37,0,75
STU_0096,2023-09-29,39,10,0,23,0,72
STU_0096,2023-09-30,26,8,5,16,5,60
STU_0096,2023-10-01,36,1,0,19,0,56
STU_0096,2023-10-02,17,3,0,12,0,32
STU_0096,2023-10-03,37,4,0,28,0,69
STU_0096,2023-10-04,37,3,0,53,0,93
STU_0096,2023-10-05,23,9,0,51,5,88
STU_0096,2023-10-06,26,6,0,21,0,53
STU_0096,2023-10-07,47,5,5,0,0,57
STU_0096,2023-10-08,18,2,0,10,0,30
STU_0096,2023-10-09,54,8,15,4,0,81
STU_0096,2023-10-10,24,10,0,37,0,71
STU_0096,2023-10-11,20,3,0,25,0,48
STU_0096,2023-10-12,24,1,0,36,0,61
STU_0096,2023-10-13,25,8,0,23,0,56
STU_0096,2023-10-14,44,2,0,23,0,69
STU_0096,2023-10-15,18,42,0,5,0,65
STU_0096,2023-10-16,31,0,0,30,0,61
STU_0096,2023-10-17,41,0,0,35,0,76
STU_0096,2023-10-18,31,0,10,61,0,102
STU_0096,2023-10-19,11,1,0,10,20,42
STU_0096,2023-10-20,39,2,0,22,0,63
STU_0096,2023-10-21,20,5,0,15,0,40
STU_0096,2023-10-22,18,0,10,33,0,61
STU_0096,2023-10-23,36,16,10,39,0,101
STU_0096,2023-10-24,41,6,0,40,0,87
STU_0096,2023-10-25,5,3,0,56,0,64
STU_0096,2023-10-26,16,5,0,33,0,54
STU_0096,2023-10-27,36,2,0,8,0,46
STU_0096,2023-10-28,20,4,0,11,0,35
STU_0096,2023-10-29,27,12,0,17,10,66
STU_0096,2023-10-30,34,1,0,29,0,64
STU_0096,2023-10-31,28,6,0,37,0,71
STU_0096,2023-11-01,36,17,0,33,0,86
STU_0096,2023-11-02,37,6,0,11,0,54
STU_0096,2023-11-03,23,0,5,3,0,31
STU_0096,2023-11-04,33,2,10,20,10,75
STU_0096,2023-11-05,35,3,0,17,0,55
STU_0096,2023-11-06,17,38,0,23,0,78
STU_0096,2023-11-07,31,1,0,50,0,82
STU_0096,2023-11-08,31,2,0,15,0,48
STU_0096,2023-11-09,23,16,0,27,0,66
STU_0096,2023-11-10,18,12,0,33,0,63
STU_0096,2023-11-11,21,11,5,18,0,55
STU_0096,2023-11-12,44,9,0,18,0,71
STU_0096,2023-11-13,44,11,0,34,0,89
STU_0096,2023-11-14,42,8,0,40,0,90
STU_0096,2023-11-15,28,2,0,14,0,44
STU_0096,2023-11-16,19,1,0,45,0,65
STU_0096,2023-11-17,30,6,5,25,0,66
STU_0096,2023-11-18,20,2,0,14,0,36
STU_0096,2023-11-19,23,13,5,1,0,42
STU_0096,2023-11-20,36,1,0,25,0,62
STU_0096,2023-11-21,30,1,0,36,30,97
STU_0096,2023-11-22,21,5,10,32,0,68
STU_0096,2023-11-23,45,12,0,27,0,84
STU_0096,2023-11-24,31,0,5,20,0,56
STU_0096,2023-11-25,39,17,0,27,0,83
STU_0096,2023-11-26,14,0,0,34,0,48
STU_0096,2023-11-27,28,3,0,33,0,64
STU_0096,2023-11-28,18,8,0,32,0,58
STU_0096,2023-11-29,30,16,0,45,0,91
STU_0096,2023-11-30,29,14,0,36,15,94
STU_0096,2023-12-01,22,10,0,26,0,58
STU_0096,2023-12-02,51,6,0,29,0,86
STU_0096,2023-12-03,27,0,0,12,0,39
STU_0096,2023-12-04,43,0,0,32,15,90
STU_0096,2023-12-05,28,28,0,8,0,64
STU_0096,2023-12-06,44,4,0,22,0,70
STU_0096,2023-12-07,34,37,0,39,0,110
STU_0096,2023-12-08,26,19,0,18,0,63
STU_0096,2023-12-09,21,7,0,37,0,65
STU_0096,2023-12-10,34,2,0,18,5,59
STU_0096,2023-12-11,20,1,0,15,0,36
STU_0096,2023-12-12,32,1,0,53,0,86
STU_0096,2023-12-13,44,0,0,57,0,101
STU_0096,2023-12-14,37,25,0,25,0,87
STU_0096,2023-12-15,27,1,0,7,5,40
STU_0096,2023-12-16,20,8,0,22,0,50
STU_0096,2023-12-17,18,3,0,12,10,43
STU_0096,2023-12-18,32,37,0,31,0,100
STU_0096,2023-12-19,38,5,0,51,0,94
STU_0096,2023-12-20,36,5,0,84,0,125
STU_0096,2023-12-21,34,2,0,19,0,55
STU_0096,2023-12-22,23,1,0,29,5,58
STU_0096,2023-12-23,22,12,0,56,0,90
STU_0096,2023-12-24,50,1,5,17,0,73
STU_0097,2023-09-07,30,2,0,48,0,80
STU_0097,2023-09-08,23,5,5,13,0,46
STU_0097,2023-09-09,15,10,0,21,0,46
STU_0097,2023-09-10,22,1,0,36,0,59
STU_0097,2023-09-11,49,6,0,24,0,79
STU_0097,2023-09-12,28,2,0,43,0,73
STU_0097,2023-09-13,28,0,0,40,0,68
STU_0097,2023-09-14,17,3,0,33,0,53
STU_0097,2023-09-15,38,7,20,16,0,81
STU_0097,2023-09-16,36,9,0,12,0,57
STU_0097,2023-09-17,36,30,0,12,0,78
STU_0097,2023-09-18,27,5,0,20,100,152
STU_0097,2023-09-19,24,7,0,41,0,72
STU_0097,2023-09-20,45,2,0,61,0,108
STU_0097,2023-09-21,34,1,0,42,0,77
STU_0097,2023-09-22,36,3,0,13,0,52
STU_0097,2023-09-23,11,1,0,15,0,27
STU_0097,2023-09-24,42,10,15,30,0,97
STU_0097,2023-09-25,48,22,0,13,0,83
STU_0097,2023-09-26,26,7,5,20,0,58
STU_0097,2023-09-27,19,1,0,49,0,69
STU_0097,2023-09-28,34,5,5,41,0,85
STU_0097,2023-09-29,32,7,5,33,0,77
STU_0097,2023-09-30,23,14,0,16,10,63
STU_0097,2023-10-01,35,1,5,23,0,64
STU_0097,2023-10-02,25,1,0,21,0,47
STU_0097,2023-10-03,26,25,30,40,0,121
STU_0097,2023-10-04,25,4,0,51,0,80
STU_0097,2023-10-05,19,12,0,34,0,65
STU_0097,2023-10-06,7,3,0,4,20,34
STU_0097,2023-10-07,26,5,0,11,10,52
STU_0097,2023-10-08,42,2,5,7,0,56
STU_0097,2023-10-09,38,7,0,39,0,84
STU_0097,2023-10-10,44,0,0,22,0,66
STU_0097,2023-10-11,30,0,0,26,0,56
STU_0097,2023-10-12,19,0,0,40,0,59
STU_0097,2023-10-13,35,1,0,14,0,50
STU_0097,2023-10-14,37,5,0,17,0,59
STU_0097,2023-10-15,23,29,0,17,0,69
STU_0097,2023-10-16,44,0,0,36,0,80
STU_0097,2023-10-17,43,3,0,43,0,89
STU_0097,2023-10-18,31,14,5,66,0,116
STU_0097,2023-10-19,23,11,0,43,0,77
STU_0097,2023-10-20,23,14,5,29,0,71
STU_0097,2023-10-21,21,7,0,15,0,43
STU_0097,2023-10-22,24,2,0,24,0,50
STU_0097,2023-10-23,23,0,0,20,0,43
STU_0097,2023-10-24,27,12,0,33,0,72
STU_0097,2023-10-25,29,12,0,48,0,89
STU_0097,2023-10-26,11,14,0,46,0,71
STU_0097,2023-10-27,36,2,0,12,0,50
STU_0097,2023-10-28,23,3,0,6,10,42
STU_0097,2023-10-29,33,0,15,12,0,60
STU_0097,2023-10-30,10,10,0,7,0,27
STU_0097,2023-10-31,31,5,0,36,5,77
STU_0097,2023-11-01,35,9,0,35,0,79
STU_0097,2023-11-02,27,6,5,36,0,74
STU_0097,2023-11-03,34,1,5,22,0,62
STU_0097,2023-11-04,20,37,0,22,0,79
STU_0097,2023-11-05,22,2,0,0,0,24
STU_0097,2023-11-06,26,0,5,22,0,53
STU_0097,2023-11-07,17,2,30,32,0,81
STU_0097,2023-11-08,15,12,0,9,0,36
STU_0097,2023-11-09,26,3,0,69,0,98
STU_0097,2023-11-10,39,7,0,4,0,50
STU_0097,2023-11-11,30,28,0,5,5,68
STU_0097,2023-11-12,32,11,0,26,0,69
STU_0097,2023-11-13,28,1,0,5,0,34
STU_0097,2023-11-14,30,5,0,58,0,93
STU_0097,2023-11-15,23,2,0,46,0,71
STU_0097,2023-11-16,14,2,0,35,0,51
STU_0097,2023-11-17,24,13,0,35,0,72
STU_0097,2023-11-18,22,4,30,6,0,62
STU_0097,2023-11-19,12,2,5,15,0,34
STU_0097,2023-11-20,44,14,0,15,0,73
STU_0097,2023-11-21,5,5,50,46,0,106
STU_0097,2023-11-22,38,3,0,51,0,92
STU_0097,2023-11-23,26,8,0,42,5,81
STU_0097,2023-11-24,24,3,0,13,0,40
STU_0097,2023-11-25,14,2,0,1,0,17
STU_0097,2023-11-26,31,16,0,19,0,66
STU_0097,2023-11-27,32,10,50,1,0,93
STU_0097,2023-11-28,29,10,5,100,0,144
STU_0097,2023-11-29,40,13,0,56,0,109
STU_0097,2023-11-30,39,3,0,55,15,112
STU_0097,2023-12-01,31,6,0,22,0,59
STU_0097,2023-12-02,27,5,0,19,0,51
STU_0097,2023-12-03,5,19,0,20,0,44
STU_0097,2023-12-04,11,3,0,13,0,27
STU_0097,2023-12-05,27,19,0,39,0,85
STU_0097,2023-12-06,53,4,5,49,0,111
STU_0097,2023-12-07,38,11,0,56,0,105
STU_0097,2023-12-08,27,1,0,31,5,64
STU_0097,2023-12-09,26,28,0,17,0,71
STU_0097,2023-12-10,41,1,0,35,10,87
STU_0097,2023-12-11,33,0,30,13,0,76
STU_0097,2023-12-12,38,2,0,25,0,65
STU_0097,2023-12-13,35,24,0,48,0,107
STU_0097,2023-12-14,35,23,0,46,0,104
STU_0097,2023-12-15,14,3,0,17,0,34
STU_0098,2023-09-24,42,2,0,9,0,53
STU_0098,2023-09-25,22,10,0,0,0,32
STU_0098,2023-09-26,22,5,0,31,0,58
STU_0098,2023-09-27,24,16,0,43,0,83
STU_0098,2023-09-28,33,2,5,30,0,70
STU_0098,2023-09-29,26,0,0,25,0,51
STU_0098,2023-09-30,35,42,0,15,0,92
STU_0098,2023-10-01,14,4,0,10,0,28
STU_0098,2023-10-02,27,13,0,24,0,64
STU_0098,2023-10-03,37,25,0,41,0,103
STU_0098,2023-10-04,16,4,0,58,0,78
STU_0098,2023-10-05,40,4,0,58,10,112
STU_0098,2023-10-06,14,0,0,26,0,40
STU_0098,2023-10-07,32,7,5,27,0,71
STU_0098,2023-10-08,26,4,0,21,0,51
STU_0098,2023-10-09,30,13,0,19,0,62
STU_0098,2023-10-10,32,8,5,47,0,92
STU_0098,2023-10-11,36,0,5,40,0,81
STU_0098,2023-10-12,18,14,0,27,0,59
STU_0098,2023-10-13,22,7,0,26,0,55
STU_0098,2023-10-14,38,1,0,22,0,61
STU_0098,2023-10-15,17,1,0,31,0,49
STU_0098,2023-10-16,9,1,0,28,0,38
STU_0098,2023-10-17,29,6,0,37,0,72
STU_0098,2023-10-18,30,2,5,25,0,62
STU_0098,2023-10-19,29,18,5,74,0,126
STU_0098,2023-10-20,36,17,0,17,0,70
STU_0098,2023-10-21,44,2,0,25,0,71
STU_0098,2023-10-22,9,5,0,12,0,26
STU_0098,2023-10-23,42,20,0,23,0,85
STU_0098,2023-10-24,32,0,0,37,0,69
STU_0098,2023-10-25,26,11,0,48,0,85
STU_0098,2023-10-26,33,14,0,32,0,79
STU_0098,2023-10-27,38,1,0,18,0,57
STU_0098,2023-10-28,22,4,0,10,0,36
STU_0098,2023-10-29,28,18,0,15,5,66
STU_0098,2023-10-30,31,3,0,20,0,54
STU_0098,2023-10-31,23,9,0,44,0,76
STU_0098,2023-11-01,38,3,10,42,0,93
STU_0098,2023-11-02,35,0,0,41,0,76
STU_0098,2023-11-03,21,2,5,29,0,57
STU_0098,2023-11-04,31,22,0,31,0,84
STU_0098,2023-11-05,34,4,5,23,0,66
STU_0098,2023-11-06,6,0,0,15,0,21
STU_0098,2023-11-07,47,6,10,37,0,100
STU_0098,2023-11-08,25,1,0,31,0,57
STU_0098,2023-11-09,27,9,0,36,0,72
STU_0098,2023-11-10,29,1,0,32,0,62
STU_0098,2023-11-11,32,0,0,18,0,50
STU_0098,2023-11-12,31,8,50,12,0,101
STU_0098,2023-11-13,11,17,0,32,0,60
STU_0098,2023-11-14,17,11,0,47,0,75
STU_0098,2023-11-15,38,16,0,46,0,100
STU_0098,2023-11-16,34,4,0,26,0,64
STU_0098,2023-11-17,19,12,0,37,0,68
STU_0098,2023-11-18,23,0,0,25,0,48
STU_0098,2023-11-19,43,6,0,32,0,81
STU_0098,2023-11-20,14,4,0,16,0,34
STU_0098,2023-11-21,40,1,0,79,0,120
STU_0098,2023-11-22,28,13,0,41,0,82
STU_0098,2023-11-23,25,1,0,31,0,57
STU_0098,2023-11-24,22,9,10,28,0,69
STU_0098,2023-11-25,36,4,0,4,0,44
STU_0098,2023-11-26,26,13,0,24,0,63
STU_0098,2023-11-27,36,9,15,8,0,68
STU_0098,2023-11-28,27,3,0,65,10,105
STU_0098,2023-11-29,28,2,0,48,0,78
STU_0098,2023-11-30,33,13,15,40,0,101
STU_0098,2023-12-01,37,6,0,9,0,52
STU_0098,2023-12-02,29,17,0,15,20,81
STU_0098,2023-12-03,32,12,0,50,100,194
STU_0098,2023-12-04,21,13,0,25,0,59
STU_0098,2023-12-05,35,7,5,39,0,86
STU_0098,2023-12-06,24,9,0,20,100,153
STU_0098,2023-12-07,28,1,0,18,0,47
STU_0098,2023-12-08,32,2,0,20,0,54
STU_0098,2023-12-09,23,9,0,13,15,60
STU_0098,2023-12-10,19,6,0,42,0,67
STU_0098,2023-12-11,14,4,0,32,0,50
STU_0098,2023-12-12,42,5,0,17,10,74
STU_0098,2023-12-13,47,18,0,32,0,97
STU_0098,2023-12-14,25,7,0,22,0,54
STU_0098,2023-12-15,60,1,0,26,0,87
STU_0098,2023-12-16,42,4,0,43,10,99
STU_0098,2023-12-17,47,12,0,25,0,84
STU_0098,2023-12-18,47,6,0,25,50,128
